counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_keyboard.rt,break_done_keyboard.duration,End.started,End.stopped
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,613.6965,613.8946,613.8946,614.3945,,,,,,,,,,,,0.421,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,114,0,614.395,614.8277,z,0,0.421,,[],[],[],[],[],[],[],614.8277,616.8278,616.8278,616.828,[],[],[],[],[],[],[],,616.8281,616.8282,0.306360394,-0.231818954,0,0,0,,0,113,113,124,1,4,word,NUMERICAL,cursive,numerical_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,616.8294,617.0279,617.028,617.5269,,,,,,,,,,,,0.5167,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,115,0,617.5273,618.045,z,0,0.5167,,[],[],[],[],[],[],[],618.0451,620.0436,620.0436,620.0437,[],[],[],[],[],[],[],,620.0438,620.0439,0.306360394,-0.231818954,0,0,0,,0,114,114,101,1,4,word,DELICATE,cursive,delicate_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,620.0451,620.2435,620.2436,620.7445,,,,,,,,,,,,1.17,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,116,0,620.745,621.9268,z,1,1.17,,[],[],[],[],[],[],[],621.9268,623.9277,623.9278,623.9279,[],[],[],[],[],[],[],,623.928,623.928,0.306360394,-0.231818954,0,0,0,,0,115,115,12,1,4,RL,conbicer,cursive,conbicer_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,623.929,624.128,624.128,624.6278,,,,,,,,,,,,1.1353,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,117,0,624.6284,625.7776,m,1,1.1353,,[],[],[],[],[],[],[],625.7776,627.7768,627.7768,627.777,[],[],[],[],[],[],[],,627.777,627.777,0.306360394,-0.231818954,0,0,0,,0,116,116,149,1,4,word,SENATOR,print,senator_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,627.7779,627.9778,627.9779,628.4768,,,,,,,,,,,,1.6978,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,118,0,628.4773,630.1766,m,0,1.6978,,[],[],[],[],[],[],[],630.1766,632.1775,632.1775,632.1777,[],[],[],[],[],[],[],,632.1777,632.1778,0.306360394,-0.230545177,0,0,0,,0,117,117,49,1,4,RL,vesofity,cursive,vesofity_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,632.1786,632.3777,632.3778,632.8778,,,,,,,,,,,,4.4038,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,119,0,632.8781,637.2932,m,1,4.4038,,[],[],[],[],[],[],[],637.2933,639.2945,639.2945,639.2947,[],[],[],[],[],[],[],,639.2948,639.2949,0.306360394,-0.229487942,0,0,0,,0,118,118,117,1,4,word,MARINE,print,marine_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,639.2962,639.4939,639.4939,639.9939,,,,,,,,,,,,0.9422,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,120,0,639.9941,640.9434,m,1,0.9422,,[],[],[],[],[],[],[],640.9435,642.9442,642.9442,642.9443,[],[],[],[],[],[],[],,642.9443,642.9443,0.306360394,-0.229487942,0,0,0,,0,119,119,147,1,4,word,ROMANTIC,print,romantic_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,642.9451,643.1444,643.1444,643.6436,,,,,,,,,,,,1.9053,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,121,1,643.644,645.56,m,0,1.9053,,[],[],[],[],[],[],[],645.56,647.561,647.561,649.4109,[],[],[],[],[],[],[],m,649.411,649.411,0.304521909,-0.230519701,0,0,0,,0,120,120,56,1,4,TL,donimant,cursive,donimant_c.png,1.8407,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,649.4115,649.6107,649.6107,650.111,,,,,,,,,,,,4.0644,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,122,0,650.1114,654.1766,m,1,4.0644,,[],[],[],[],[],[],[],654.1766,656.1776,656.1776,656.1779,[],[],[],[],[],[],[],,656.1779,656.1781,0.304012398,-0.230545177,0,0,0,,0,121,121,127,1,4,word,ORIGINAL,print,original_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,656.1795,656.3776,656.3777,656.8776,,,,,,,,,,,,0.5871,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,123,1,656.8782,657.4772,m,1,0.5871,,[],[],[],[],[],[],[],657.4773,659.477,659.4771,660.9099,[],[],[],[],[],[],[],m,660.9099,660.91,0.304012398,-0.229789402,0,0,0,,0,122,122,154,1,4,word,STORAGE,print,storage_p.png,1.4208,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,660.9106,661.1099,661.11,661.6109,,,,,,,,,,,,7.9626,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,124,0,661.6115,669.5773,m,0,7.9626,,[],[],[],[],[],[],[],669.5773,671.5776,671.5776,671.5778,[],[],[],[],[],[],[],,671.5778,671.5779,0.304012398,-0.229275645,0,0,0,,0,123,123,52,1,4,TL,cagetory,cursive,cagetory_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,671.5793,671.7775,671.7775,672.2774,,,,,,,,,,,,0.536,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,125,1,672.278,672.8275,m,0,0.536,,[],[],[],[],[],[],[],672.8276,674.8273,674.8273,677.6106,[],[],[],[],[],[],[],m,677.6106,677.6107,0.304012398,-0.22826087,0,0,0,,0,124,124,51,1,4,TL,adsivory,cursive,adsivory_c.png,2.7745,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,677.6116,677.8106,677.8106,678.3099,,,,,,,,,,,,2.6214,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,126,0,678.3105,680.944,m,0,2.6214,,[],[],[],[],[],[],[],680.944,682.9432,682.9432,682.9434,[],[],[],[],[],[],[],,682.9434,682.9436,0.303757643,-0.231322181,0,0,0,,0,125,125,25,1,4,RL,macise,print,macise_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,682.9447,683.1441,683.1442,683.6441,,,,,,,,,,,,0.1822,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,127,0,683.6447,683.828,z,1,0.1822,,[],[],[],[],[],[],[],683.828,685.8264,685.8265,685.8267,[],[],[],[],[],[],[],,685.8268,685.8268,0.303502887,-0.231067425,0,0,0,,0,126,126,16,1,4,RL,desifate,cursive,desifate_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,685.828,686.0275,686.0276,686.5275,,,,,,,,,,,,0.5308,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,128,0,686.5281,687.0603,z,0,0.5308,,[],[],[],[],[],[],[],687.0603,689.0604,689.0605,689.0607,[],[],[],[],[],[],[],,689.0607,689.0608,0.303248132,-0.231067425,0,0,0,,0,127,127,150,1,4,word,SENTIMENT,print,sentiment_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,689.0619,689.2608,689.2609,689.7599,,,,,,,,,,,,2.2697,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,129,0,689.7604,692.0438,m,1,2.2697,,[],[],[],[],[],[],[],692.0439,694.0431,694.0432,694.0434,[],[],[],[],[],[],[],,694.0434,694.0435,0.303248132,-0.230557914,0,0,0,,0,128,128,90,1,4,word,CAPITAL,print,capital_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,694.0446,694.2441,694.2441,694.7432,,,,,,,,,,,,2.1154,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,130,0,694.7436,696.8604,m,1,2.1154,,[],[],[],[],[],[],[],696.8604,698.8607,698.8608,698.8609,[],[],[],[],[],[],[],,698.861,698.861,0.302488111,-0.229772418,0,0,0,,0,129,129,125,1,4,word,OPERATOR,print,operator_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,698.862,699.0607,699.0607,699.5595,,,,,,,,,,,,3.7256,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,131,0,699.5599,703.2938,m,0,3.7256,,[],[],[],[],[],[],[],703.2939,705.2939,705.2939,705.2941,[],[],[],[],[],[],[],,705.2943,705.2943,0.302488111,-0.229521909,0,0,0,,0,130,130,2,1,4,RL,asiral,cursive,asiral_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,705.2954,705.4938,705.4939,705.994,,,,,,,,,,,,2.497,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,132,0,705.9947,708.4927,m,0,2.497,,[],[],[],[],[],[],[],708.4927,710.494,710.494,710.4942,[],[],[],[],[],[],[],,710.4943,710.4945,0.302488111,-0.22798913,0,0,0,,0,131,131,1,1,4,RL,afaneur,cursive,afaneur_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,710.4959,710.694,710.694,711.194,,,,,,,,,,,,1.2453,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,133,1,711.1946,712.4436,m,0,1.2453,,[],[],[],[],[],[],[],712.4437,714.4439,714.444,715.9936,[],[],[],[],[],[],[],m,715.9936,715.9937,0.302488111,-0.225675102,0,0,0,,0,132,132,46,1,4,RL,skofen,cursive,skofen_c.png,1.544,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,715.9941,716.1938,716.1939,716.6938,,,,,,,,,,,,4.4107,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,134,1,716.6943,721.1103,m,1,4.4107,,[],[],[],[],[],[],[],721.1104,723.1104,723.1105,724.0269,[],[],[],[],[],[],[],m,724.027,724.0271,0.302488111,-0.224915082,0,0,0,,0,133,133,159,1,4,word,VETERAN,cursive,veteran_c.png,0.9138,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,724.0278,724.2261,724.2261,724.7271,,,,,,,,,,,,5.3519,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,135,1,724.7276,730.0936,m,0,5.3519,,[],[],[],[],[],[],[],730.0936,732.0938,732.0938,734.4103,[],[],[],[],[],[],[],m,734.4104,734.4105,0.301978601,-0.224155061,0,0,0,,0,134,134,7,1,4,RL,casena,print,casena_p.png,2.3162,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,734.4111,734.6103,734.6103,735.1104,,,,,,,,,,,,1.3153,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,136,0,735.1108,736.4268,m,0,1.3153,,[],[],[],[],[],[],[],736.4269,738.4271,738.4272,738.4273,[],[],[],[],[],[],[],,738.4273,738.4274,0.301978601,-0.223637058,0,0,0,,0,135,135,41,1,4,RL,rebicent,cursive,rebicent_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,738.4287,738.627,738.6271,739.1269,,,,,,,,,,,,2.3063,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,137,0,739.1271,741.4435,m,0,2.3063,,[],[],[],[],[],[],[],741.4436,743.4436,743.4437,743.4439,[],[],[],[],[],[],[],,743.4439,743.444,0.301978601,-0.223386549,0,0,0,,0,136,136,29,1,4,RL,motide,print,motide_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,743.4453,743.6437,743.6438,744.1437,,,,,,,,,,,,4.763,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,138,0,744.1441,748.9101,m,0,4.763,,[],[],[],[],[],[],[],748.9101,750.9102,750.9103,750.9104,[],[],[],[],[],[],[],,750.9105,750.9105,0.301978601,-0.222868546,0,0,0,,0,137,137,62,1,4,TL,locigal,print,locigal_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,750.9115,751.1106,751.1107,751.6092,,,,,,,,,,,,0.2464,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,139,0,751.6094,751.8599,m,0,0.2464,,[],[],[],[],[],[],[],751.8599,753.8603,753.8603,753.8604,[],[],[],[],[],[],[],,753.8604,753.8606,0.316983696,-0.208513077,0,0,0,,0,138,138,61,1,4,TL,lotace,cursive,lotace_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,753.8618,754.0603,754.0603,754.5603,,,,,,,,,,,,0.7047,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,140,0,754.5609,755.277,m,0,0.7047,,[],[],[],[],[],[],[],755.277,757.277,757.277,757.2771,[],[],[],[],[],[],[],,757.2771,757.2773,0.316983696,-0.208003567,0,0,0,,0,139,139,44,1,4,RL,senvilent,print,senvilent_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,757.2786,757.4769,757.4769,757.9767,,,,,,,,,,,,0.7396,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,141,0,757.9771,758.7269,m,1,0.7396,,[],[],[],[],[],[],[],758.7269,760.727,760.727,760.7271,[],[],[],[],[],[],[],,760.7271,760.7272,0.31672894,-0.207748811,0,0,0,,0,140,140,92,1,4,word,CATEGORY,cursive,category_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,760.7284,760.9268,760.9269,761.4259,,,,,,,,,,,,2.3134,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,142,1,761.4262,763.7426,m,0,2.3134,,[],[],[],[],[],[],[],763.7426,765.7427,765.7427,767.16,[],[],[],[],[],[],[],m,767.16,767.1601,0.318605639,-0.206390115,0,0,0,,0,141,141,60,1,4,TL,hetirage,print,hetirage_p.png,1.4145,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,767.1606,767.36,767.3601,767.8601,,,,,,,,,,,,1.8142,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,143,0,767.8608,769.6768,z,0,1.8142,,[],[],[],[],[],[],[],769.6769,771.6769,771.6769,771.677,[],[],[],[],[],[],[],,771.6772,771.6773,0.320673404,-0.201307745,0,0,0,,0,142,142,114,1,4,word,LOCATE,cursive,locate_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,771.6785,771.8768,771.8768,772.3769,,,,,,,,,,,,1.7716,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,144,1,772.3774,774.16,m,0,1.7716,,[],[],[],[],[],[],[],774.1601,776.1596,776.1597,776.6769,[],[],[],[],[],[],[],m,776.6769,776.677,0.326931895,-0.194543988,0,0,0,,0,143,143,0,1,4,RL,abanemy,print,abanemy_p.png,0.504,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,776.6775,776.8767,776.8768,777.3765,,,,,,,,,,,,2.0152,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,145,0,777.3768,779.3933,z,0,2.0152,,[],[],[],[],[],[],[],779.3934,781.3931,781.3932,781.3933,[],[],[],[],[],[],[],,781.3934,781.3934,0.326388417,-0.196879246,0,0,0,,0,144,144,128,1,4,word,PACIFIC,cursive,pacific_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,781.3947,781.5935,781.5935,782.0934,,,,,,,,,,,,0.6796,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,146,0,782.094,782.7766,z,0,0.6796,,[],[],[],[],[],[],[],782.7766,784.7769,784.7769,784.777,[],[],[],[],[],[],[],,784.7771,784.7772,0.326388417,-0.196879246,0,0,0,,0,145,145,107,1,4,word,EVIDENT,print,evident_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,784.7786,784.9768,784.9769,785.4768,,,,,,,,,,,,0.615,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,147,0,785.4773,786.0931,z,0,0.615,,[],[],[],[],[],[],[],786.0932,788.0934,788.0935,788.0936,[],[],[],[],[],[],[],,788.0937,788.0937,0.326388417,-0.196879246,0,0,0,,0,146,146,93,1,4,word,CEREMONY,print,ceremony_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,788.0951,788.2934,788.2935,788.7934,,,,,,,,,,,,2.9142,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,148,0,788.7939,791.71,z,0,2.9142,,[],[],[],[],[],[],[],791.7101,793.7098,793.7098,793.7099,[],[],[],[],[],[],[],,793.71,793.7101,0.326388417,-0.196879246,0,0,0,,0,147,147,88,1,4,word,CAMERA,print,camera_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,793.7113,793.9091,793.9092,794.4098,,,,,,,,,,,,0.5042,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,149,0,794.4104,794.9265,z,0,0.5042,,[],[],[],[],[],[],[],794.9265,796.9266,796.9266,796.9269,[],[],[],[],[],[],[],,796.9269,796.9271,0.326388417,-0.196879246,0,0,0,,0,148,148,99,1,4,word,DEBATE,cursive,debate_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,796.9283,797.1268,797.1268,797.6267,,,,,,,,,,,,9.8565,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,150,0,797.6273,807.4932,z,0,9.8565,,[],[],[],[],[],[],[],807.4932,809.4934,809.4934,809.4936,[],[],[],[],[],[],[],,809.4936,809.4937,0.326388417,-0.196879246,0,0,0,,0,149,149,98,1,4,word,CRIMINAL,cursive,criminal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,809.4949,809.6933,809.6933,810.1933,,,,,,,,,,,,5.4697,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,151,0,810.1938,815.6766,z,1,5.4697,,[],[],[],[],[],[],[],815.6766,817.6767,817.6768,817.677,[],[],[],[],[],[],[],,817.6771,817.6773,0.326388417,-0.196879246,0,0,0,,0,150,150,10,1,4,RL,carminal,cursive,carminal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,817.6785,817.8767,817.8767,818.3766,,,,,,,,,,,,4.0845,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,152,0,818.3773,822.4763,m,1,4.0845,,[],[],[],[],[],[],[],822.4763,824.4766,824.4767,824.4768,[],[],[],[],[],[],[],,824.4769,824.477,0.326163383,-0.195486583,0,0,0,,0,151,151,146,1,4,word,RETIRE,print,retire_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,824.4783,824.6765,824.6766,825.1765,,,,,,,,,,,,1.6185,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,153,1,825.177,826.8096,m,1,1.6185,,[],[],[],[],[],[],[],826.8096,828.8098,828.8098,833.4929,[],[],[],[],[],[],[],m,833.4929,833.493,0.326163383,-0.194454823,0,0,0,,0,152,152,82,1,4,word,AMATEUR,cursive,amateur_c.png,4.676,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,833.4937,833.6929,833.6929,834.1931,,,,,,,,,,,,0.7646,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,154,0,834.1936,834.9597,z,1,0.7646,,[],[],[],[],[],[],[],834.9598,836.96,836.9601,836.9604,[],[],[],[],[],[],[],,836.9604,836.9605,0.326163383,-0.194454823,0,0,0,,0,153,153,30,1,4,RL,nunewical,cursive,nunewical_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,836.9618,837.1597,837.1598,837.6589,,,,,,,,,,,,0.3385,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,155,0,837.6593,838.0094,z,0,0.3385,,[],[],[],[],[],[],[],838.0095,840.0098,840.0098,840.01,[],[],[],[],[],[],[],,840.0101,840.0102,0.326163383,-0.194454823,0,0,0,,0,154,154,138,1,4,word,REFUSAL,cursive,refusal_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,840.0115,840.2087,840.2088,840.7087,,,,,,,,,,,,0.7994,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,156,1,840.7092,841.5096,z,1,0.7994,,[],[],[],[],[],[],[],841.5097,843.5097,843.5097,845.393,[],[],[],[],[],[],[],z,845.3931,845.3931,0.326163383,-0.194454823,0,0,0,,0,155,155,33,1,4,RL,pamest,cursive,pamest_c.png,1.8822,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,845.3941,845.5921,845.5922,846.093,,,,,,,,,,,,2.0245,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,157,0,846.0934,848.1263,z,0,2.0245,,[],[],[],[],[],[],[],848.1264,850.1253,850.1253,850.1255,[],[],[],[],[],[],[],,850.1255,850.1255,0.326163383,-0.194204314,0,0,0,,0,156,156,152,1,4,word,SPECIMEN,cursive,specimen_c.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,850.1265,850.3254,850.3255,850.8254,,,,,,,,,,,,2.5652,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,158,0,850.8258,853.3929,z,1,2.5652,,[],[],[],[],[],[],[],853.3929,855.393,855.3931,855.3932,[],[],[],[],[],[],[],,855.3932,855.3933,0.326163383,-0.194204314,0,0,0,,0,157,157,74,1,4,TL,rerite,print,rerite_p.png,,,,,,
,,,,30098,001,2025-10-20_11h54.55.997,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,855.3947,855.5921,855.5921,856.0929,,,,,,,,,,,,0.1645,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,,159,1,856.0936,856.2591,z,1,0.1645,,[],[],[],[],[],[],[],856.2592,858.2597,858.2597,863.0917,[],[],[],[],[],[],[],z,863.0917,863.0918,0.326163383,-0.194204314,0,0,0,,0,158,158,17,1,4,RL,denficy,cursive,denficy_c.png,4.824,,,,,
