counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,344.971,345.1683,345.1684,345.6686,,,,,,,,,,,,,,1.9923,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,67,0,345.6692,347.6686,z,1,1.9923,,[],[],[],[],[],[],[],347.6688,349.6686,349.6687,349.6691,[],[],[],[],[],[],[],,,,349.6692,349.6694,-0.109752887,-0.255341372,0,0,0,,0,66,66,61,1,1,TL,mecidine,cursive,mecidine_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,349.6708,349.8687,349.8687,350.3687,,,,,,,,,,,,,,0.9855,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,68,0,350.3695,351.3686,z,1,0.9855,,[],[],[],[],[],[],[],351.3687,353.3685,353.3686,353.3687,[],[],[],[],[],[],[],,,,353.3687,353.3688,-0.112325917,-0.264733356,0,0,0,,0,67,67,16,1,1,RL,marmipal,print,marmipal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,353.3704,353.5685,353.5686,354.0685,,,,,,,,,,,,,,0.8927,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,69,0,354.0691,354.9689,m,1,0.8927,,[],[],[],[],[],[],[],354.9692,356.9685,356.9686,356.9688,[],[],[],[],[],[],[],,,,356.9688,356.9689,-0.112325917,-0.264733356,0,0,0,,0,68,68,127,1,1,word,ORIGINAL,cursive,original_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,356.9704,357.1686,357.1687,357.6685,,,,,,,,,,,,,,1.3366,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,70,0,357.6692,359.0185,m,1,1.3366,,[],[],[],[],[],[],[],359.0187,361.019,361.0194,361.02,[],[],[],[],[],[],[],,,,361.0202,361.0205,-0.112325917,-0.264733356,0,0,0,,0,69,69,132,1,1,word,PROPOSAL,cursive,proposal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,361.0237,361.2185,361.2186,361.7186,,,,,,,,,,,,,,1.1184,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,71,0,361.7194,362.8519,m,1,1.1184,,[],[],[],[],[],[],[],362.852,364.8518,364.8518,364.852,[],[],[],[],[],[],[],,,,364.852,364.8522,-0.112325917,-0.264733356,0,0,0,,0,70,70,90,1,1,word,CAPITAL,print,capital_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,364.8533,365.0518,365.0519,365.5519,,,,,,,,,,,,,,0.739,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,72,0,365.5526,366.3019,m,1,0.739,,[],[],[],[],[],[],[],366.302,368.3019,368.3019,368.3021,[],[],[],[],[],[],[],,,,368.3022,368.3024,-0.112325917,-0.264733356,0,0,0,,0,71,71,107,1,1,word,EVIDENT,print,evident_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,368.304,368.5019,368.502,369.002,,,,,,,,,,,,,,1.1532,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,73,0,369.0028,370.1686,m,1,1.1532,,[],[],[],[],[],[],[],370.1687,372.1686,372.1686,372.1688,[],[],[],[],[],[],[],,,,372.1689,372.169,-0.108491848,-0.259217901,0,0,0,,0,72,72,96,1,1,word,CONSIDER,cursive,consider_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,372.1707,372.3684,372.3685,372.8683,,,,,,,,,,,,,,0.9199,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,74,0,372.869,373.8019,z,1,0.9199,,[],[],[],[],[],[],[],373.802,375.8022,375.8025,375.8031,[],[],[],[],[],[],[],,,,375.8033,375.8036,-0.108491848,-0.259217901,0,0,0,,0,73,73,57,1,1,TL,hetirage,cursive,hetirage_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,375.8067,376.0018,376.0019,376.5019,,,,,,,,,,,,,,0.0058,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,75,0,376.5027,376.5182,m,0,0.0058,,[],[],[],[],[],[],[],376.5184,378.5185,378.5185,378.5188,[],[],[],[],[],[],[],,,,378.5189,378.519,-0.108491848,-0.259217901,0,0,0,,0,74,74,67,1,1,TL,pocily,cursive,pocily_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,378.5205,378.7185,378.7185,379.2184,,,,,,,,,,,,,,0.0531,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,76,0,379.2191,379.2851,m,1,0.0531,,[],[],[],[],[],[],[],379.2852,381.2851,381.2851,381.2854,[],[],[],[],[],[],[],,,,381.2855,381.2856,-0.108491848,-0.259217901,0,0,0,,0,75,75,113,1,1,word,LITERAL,print,literal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,381.2868,381.4852,381.4852,381.9852,,,,,,,,,,,,,,0.0361,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,77,0,381.9857,382.0351,z,1,0.0361,,[],[],[],[],[],[],[],382.0351,384.035,384.0351,384.0353,[],[],[],[],[],[],[],,,,384.0353,384.0354,-0.108491848,-0.259217901,0,0,0,,0,76,76,1,1,1,RL,adnicory,cursive,adnicory_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,384.0369,384.2351,384.2352,384.7351,,,,,,,,,,,,,,0.1585,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,78,0,384.7359,384.9016,m,1,0.1585,,[],[],[],[],[],[],[],384.9017,386.9018,386.9019,386.9023,[],[],[],[],[],[],[],,,,386.9023,386.9025,-0.108491848,-0.259217901,0,0,0,,0,77,77,97,1,1,word,COVERAGE,print,coverage_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,386.9045,387.1018,387.1018,387.6018,,,,,,,,,,,,,,0.0526,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,79,1,387.6027,387.6685,m,0,0.0526,,[],[],[],[],[],[],[],387.6686,389.6685,389.6686,389.9852,[],[],[],[],[],[],[],z,0.3068,,389.9852,389.9853,-0.108491848,-0.259217901,0,0,0,,0,78,78,12,1,1,RL,ebiwent,print,ebiwent_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,389.9866,390.1851,390.1852,390.6851,,,,,,,,,,,,,,1.0267,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,80,0,390.6859,391.7184,z,1,1.0267,,[],[],[],[],[],[],[],391.7184,393.7183,393.7185,393.7186,[],[],[],[],[],[],[],,,,393.7187,521.2688,-0.046390965,-0.367650306,1,0,0,,0,79,79,51,1,1,TL,corevage,print,corevage_p.png,break_done_button,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,521.2714,521.468,521.468,521.9675,,,,,,,,,,,,,,2.5422,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,81,0,521.9681,524.5179,m,1,2.5422,,[],[],[],[],[],[],[],524.518,526.5169,526.5169,526.5173,[],[],[],[],[],[],[],,,,526.5173,526.5174,-0.046390965,-0.367650306,0,0,0,,0,80,80,148,1,1,word,SALINE,print,saline_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,526.5186,526.7178,526.7178,527.2175,,,,,,,,,,,,,,1.0504,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,82,1,527.2209,528.2845,m,1,1.0504,,[],[],[],[],[],[],[],528.2846,530.2845,530.2845,531.9178,[],[],[],[],[],[],[],m,1.621,,531.9179,531.9181,-0.045384681,-0.36739555,0,0,0,,0,81,81,139,1,1,word,REGULAR,print,regular_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,531.9201,532.1179,532.1179,532.618,,,,,,,,,,,,,,0.9539,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,83,0,532.6186,533.5845,z,1,0.9539,,[],[],[],[],[],[],[],533.5846,535.5845,535.5846,535.5848,[],[],[],[],[],[],[],,,,535.5849,535.585,-0.045384681,-0.36739555,0,0,0,,0,82,82,55,1,1,TL,fornute,print,fornute_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,535.5866,535.7845,535.7845,536.2839,,,,,,,,,,,,,,0.6755,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,84,0,536.2847,536.9678,m,1,0.6755,,[],[],[],[],[],[],[],536.9679,538.9681,538.9682,538.9687,[],[],[],[],[],[],[],,,,538.9688,538.9689,-0.045384681,-0.36739555,0,0,0,,0,83,83,99,1,1,word,DEBATE,print,debate_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,538.9706,539.167,539.1671,539.6678,,,,,,,,,,,,,,0.9042,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,85,0,539.6686,540.5836,z,1,0.9042,,[],[],[],[],[],[],[],540.5837,542.5845,542.5846,542.5849,[],[],[],[],[],[],[],,,,542.585,542.5851,-0.045384681,-0.36739555,0,0,0,,0,84,84,56,1,1,TL,grafetul,print,grafetul_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,542.5866,542.7845,542.7846,543.2836,,,,,,,,,,,,,,0.7871,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,86,0,543.2844,544.0844,m,1,0.7871,,[],[],[],[],[],[],[],544.0845,546.0847,546.0848,546.0851,[],[],[],[],[],[],[],,,,546.0851,546.0853,-0.045384681,-0.36739555,0,0,0,,0,85,85,153,1,1,word,STOLEN,print,stolen_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,546.0874,546.2845,546.2845,546.7844,,,,,,,,,,,,,,0.9881,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,87,1,546.7851,547.7836,z,1,0.9881,,[],[],[],[],[],[],[],547.7836,549.7846,549.7846,551.1344,[],[],[],[],[],[],[],m,1.3375,,551.1345,551.1346,-0.045384681,-0.36739555,0,0,0,,0,86,86,2,1,1,RL,asiral,print,asiral_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,551.1358,551.3345,551.3346,551.8347,,,,,,,,,,,,,,1.8029,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,88,0,551.8355,553.6511,m,1,1.8029,,[],[],[],[],[],[],[],553.6512,555.6512,555.6512,555.6515,[],[],[],[],[],[],[],,,,555.6516,555.6517,-0.045384681,-0.36739555,0,0,0,,0,87,87,120,1,1,word,MILITARY,print,military_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,555.6532,555.8503,555.8504,556.3511,,,,,,,,,,,,,,1.203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,89,1,556.3522,557.5678,z,1,1.203,,[],[],[],[],[],[],[],557.5679,559.5678,559.5678,561.2344,[],[],[],[],[],[],[],z,1.6545,,561.2345,561.2346,-0.045384681,-0.36739555,0,0,0,,0,88,88,29,1,1,RL,refakive,cursive,refakive_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,561.2366,561.4345,561.4346,561.9346,,,,,,,,,,,,,,1.8092,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,90,0,561.9355,563.7515,z,0,1.8092,,[],[],[],[],[],[],[],563.7519,565.7514,565.7515,565.7529,[],[],[],[],[],[],[],,,,565.7537,565.7541,-0.045384681,-0.367145041,0,0,0,,0,89,89,102,1,1,word,DENSITY,cursive,density_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,565.7571,565.9511,565.9511,566.4513,,,,,,,,,,,,,,2.3039,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,91,0,566.452,568.7676,z,0,2.3039,,[],[],[],[],[],[],[],568.7678,570.7677,570.7678,570.768,[],[],[],[],[],[],[],,,,570.7681,570.7682,-0.0390625,-0.359761379,0,0,0,,0,90,90,119,1,1,word,MEMORY,cursive,memory_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,570.7704,570.9678,570.9679,571.4678,,,,,,,,,,,,,,1.3577,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,92,0,571.469,572.8342,z,1,1.3577,,[],[],[],[],[],[],[],572.8345,574.8344,574.8345,574.8347,[],[],[],[],[],[],[],,,,574.8348,574.8349,-0.040128227,-0.365140965,0,0,0,,0,91,91,25,1,1,RL,quakity,cursive,quakity_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,574.8364,575.0344,575.0345,575.5342,,,,,,,,,,,,,,1.1367,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,93,0,575.5351,576.6843,m,1,1.1367,,[],[],[],[],[],[],[],576.6845,578.6843,578.6844,578.6846,[],[],[],[],[],[],[],,,,578.6847,578.6849,-0.040128227,-0.365140965,0,0,0,,0,92,92,115,1,1,word,LOGICAL,cursive,logical_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,578.6866,578.8844,578.8845,579.3842,,,,,,,,,,,,,,0.8704,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,94,0,579.3847,580.2667,z,1,0.8704,,[],[],[],[],[],[],[],580.2669,582.2678,582.2679,582.2682,[],[],[],[],[],[],[],,,,582.2683,582.2684,-0.040128227,-0.365140965,0,0,0,,0,93,93,46,1,1,TL,catipal,print,catipal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,582.2706,582.4676,582.4677,582.9677,,,,,,,,,,,,,,1.1739,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,95,0,582.9686,584.1513,z,1,1.1739,,[],[],[],[],[],[],[],584.1515,586.1509,586.151,586.1515,[],[],[],[],[],[],[],,,,586.1516,586.1517,-0.040128227,-0.365140965,0,0,0,,0,94,94,5,1,1,RL,cobeny,cursive,cobeny_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,586.1538,586.351,586.351,586.851,,,,,,,,,,,,,,0.7531,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,96,0,586.8517,587.6176,z,1,0.7531,,[],[],[],[],[],[],[],587.6176,589.6176,589.6176,589.6179,[],[],[],[],[],[],[],,,,589.618,589.6181,-0.040620754,-0.384803838,0,0,0,,0,95,95,32,1,1,RL,rebicent,print,rebicent_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,589.6196,589.8175,589.8176,590.3177,,,,,,,,,,,,,,1.2403,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,97,0,590.3183,591.568,z,0,1.2403,,[],[],[],[],[],[],[],591.568,593.5677,593.5678,593.568,[],[],[],[],[],[],[],,,,593.568,593.5681,-0.040620754,-0.384803838,0,0,0,,0,96,96,140,1,1,word,RELATIVE,cursive,relative_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,593.5694,593.7666,593.7667,594.2675,,,,,,,,,,,,,,0.054,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,98,1,594.2683,594.3344,z,1,0.054,,[],[],[],[],[],[],[],594.3345,596.334,596.334,596.3673,[],[],[],[],[],[],[],m,0.0318,,596.3673,596.3675,-0.040620754,-0.384803838,0,0,0,,0,97,97,59,1,1,TL,lirebal,cursive,lirebal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,596.3693,596.5677,596.5678,597.0675,,,,,,,,,,,,,,0.0864,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,99,0,597.0682,597.1675,m,0,0.0864,,[],[],[],[],[],[],[],597.1677,599.1677,599.1677,599.1679,[],[],[],[],[],[],[],,,,599.168,599.1681,-0.040620754,-0.384803838,0,0,0,,0,98,98,10,1,1,RL,efibor,cursive,efibor_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,599.1694,599.3673,599.3673,599.8676,,,,,,,,,,,,,,0.0352,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,100,0,599.8687,599.9175,m,1,0.0352,,[],[],[],[],[],[],[],599.9176,601.9177,601.9177,601.9179,[],[],[],[],[],[],[],,,,601.9179,601.918,-0.040620754,-0.384803838,0,0,0,,0,99,99,103,1,1,word,DISPUTE,cursive,dispute_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,601.919,602.1176,602.1176,602.6176,,,,,,,,,,,,,,0.0872,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,101,0,602.6183,602.7176,z,0,0.0872,,[],[],[],[],[],[],[],602.7177,604.7176,604.7176,604.7178,[],[],[],[],[],[],[],,,,604.7178,604.718,-0.040620754,-0.384803838,0,0,0,,0,100,100,110,1,1,word,HERITAGE,cursive,heritage_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,604.7195,604.9177,604.9177,605.4176,,,,,,,,,,,,,,0.1367,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,102,0,605.4181,605.5676,m,1,0.1367,,[],[],[],[],[],[],[],605.5677,607.5672,607.5672,607.5674,[],[],[],[],[],[],[],,,,607.5674,607.5675,-0.040620754,-0.384803838,0,0,0,,0,101,101,131,1,1,word,POPULAR,cursive,popular_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,607.5682,607.7673,607.7674,608.2676,,,,,,,,,,,,,,0.0344,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,103,1,608.2685,608.3172,z,0,0.0344,,[],[],[],[],[],[],[],608.3173,610.3176,610.3177,610.4008,[],[],[],[],[],[],[],m,0.0706,,610.4009,610.4011,-0.040620754,-0.384803838,0,0,0,,0,102,102,104,1,1,word,DOMINANT,cursive,dominant_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,610.4031,610.6008,610.6009,611.1009,,,,,,,,,,,,,,0.0281,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,104,0,611.1034,611.1341,z,1,0.0281,,[],[],[],[],[],[],[],611.1341,613.1342,613.1343,613.1346,[],[],[],[],[],[],[],,,,613.1346,613.1348,-0.040620754,-0.384803838,0,0,0,,0,103,103,76,1,1,TL,stragety,cursive,stragety_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,613.1367,613.3342,613.3343,613.8343,,,,,,,,,,,,,,0.2032,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,105,1,613.8352,614.051,z,0,0.2032,,[],[],[],[],[],[],[],614.0511,616.0508,616.0509,616.0842,[],[],[],[],[],[],[],m,0.0204,,616.0843,616.0844,-0.040620754,-0.384803838,0,0,0,,0,104,104,146,1,1,word,RETIRE,cursive,retire_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,616.0858,616.2843,616.2843,616.7841,,,,,,,,,,,,,,0.0369,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,106,1,616.7847,616.8344,z,1,0.0369,,[],[],[],[],[],[],[],616.8345,618.8341,618.8342,619.1675,[],[],[],[],[],[],[],m,0.3214,,619.1676,619.1677,-0.040620754,-0.384803838,0,0,0,,0,105,105,20,1,1,RL,nunewical,print,nunewical_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,619.1691,619.3675,619.3676,619.8675,,,,,,,,,,,,,,0.4626,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,107,1,619.8684,620.3338,z,1,0.4626,,[],[],[],[],[],[],[],620.3338,622.3341,622.3341,622.5843,[],[],[],[],[],[],[],m,0.2389,,622.5844,622.5845,-0.040620754,-0.384803838,0,0,0,,0,106,106,31,1,1,RL,reconal,cursive,reconal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,622.587,622.7841,622.7842,623.2841,,,,,,,,,,,,,,0.237,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,108,0,623.2846,623.5341,m,0,0.237,,[],[],[],[],[],[],[],623.5343,625.5342,625.5344,625.5346,[],[],[],[],[],[],[],,,,625.5347,625.5348,-0.040620754,-0.384803838,0,0,0,,0,107,107,72,1,1,TL,remuse,print,remuse_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,625.5364,625.7334,625.7335,626.2332,,,,,,,,,,,,,,0.1211,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,109,0,626.2339,626.3674,m,0,0.1211,,[],[],[],[],[],[],[],626.3675,628.3674,628.3675,628.3678,[],[],[],[],[],[],[],,,,628.3679,628.3681,-0.040620754,-0.384803838,0,0,0,,0,108,108,74,1,1,TL,setanor,cursive,setanor_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,628.3695,628.5675,628.5676,629.0675,,,,,,,,,,,,,,0.0198,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,110,0,629.0681,629.1008,m,0,0.0198,,[],[],[],[],[],[],[],629.1009,631.1008,631.1008,631.101,[],[],[],[],[],[],[],,,,631.101,631.1011,-0.040620754,-0.384803838,0,0,0,,0,109,109,35,1,1,RL,senvilent,cursive,senvilent_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,631.1028,631.3007,631.3008,631.8006,,,,,,,,,,,,,,0.1654,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,111,0,631.8012,631.9675,z,1,0.1654,,[],[],[],[],[],[],[],631.9675,633.9671,633.9672,633.9672,[],[],[],[],[],[],[],,,,633.9673,633.9675,-0.040620754,-0.384803838,0,0,0,,0,110,110,11,1,1,RL,elacodate,print,elacodate_p.png,,,
