counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list3_trials.thisRepN,list3_trials.thisTrialN,list3_trials.thisN,list3_trials.thisIndex,list3_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,385.022,385.217,385.217,385.717,,,,,,,,,,,,,,0.676,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,72,0,385.718,386.417,z,1,0.676,,[],[],[],[],[],[],[],386.417,388.417,388.417,388.417,[],[],[],[],[],[],[],,388.418,388.418,-0.024444444,-0.368888889,0,0,0,,0,71,71,61,1,3,TL,pocily,print,pocily_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,388.42,388.617,388.617,389.117,,,,,,,,,,,,,,0.955,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,73,0,389.118,390.083,z,1,0.955,,[],[],[],[],[],[],[],390.083,392.083,392.083,392.083,[],[],[],[],[],[],[],,392.083,392.084,-0.027777778,-0.335555556,0,0,0,,0,72,72,3,1,3,RL,bebine,cursive,bebine_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,392.086,392.284,392.284,392.784,,,,,,,,,,,,,,1.007,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,74,0,392.784,393.817,m,1,1.007,,[],[],[],[],[],[],[],393.818,395.818,395.818,395.818,[],[],[],[],[],[],[],,395.818,395.818,-0.028888889,-0.328888889,0,0,0,,0,73,73,150,1,3,word,SENTIMENT,print,sentiment_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,395.821,396.017,396.017,396.518,,,,,,,,,,,,,,1.064,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,75,0,396.518,397.584,z,1,1.064,,[],[],[],[],[],[],[],397.584,399.584,399.584,399.584,[],[],[],[],[],[],[],,399.584,399.585,-0.026666667,-0.323333333,0,0,0,,0,74,74,75,1,3,TL,sloten,cursive,sloten_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,399.587,399.784,399.784,400.284,,,,,,,,,,,,,,1.205,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,76,0,400.285,401.518,m,1,1.205,,[],[],[],[],[],[],[],401.518,403.518,403.518,403.518,[],[],[],[],[],[],[],,403.519,403.519,-0.026666667,-0.323333333,0,0,0,,0,75,75,82,1,3,word,AMATEUR,print,amateur_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,403.521,403.718,403.718,404.218,,,,,,,,,,,,,,1.698,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,77,0,404.218,405.918,z,1,1.698,,[],[],[],[],[],[],[],405.918,407.918,407.918,407.919,[],[],[],[],[],[],[],,407.919,407.919,-0.026666667,-0.323333333,0,0,0,,0,76,76,16,1,3,RL,mishafe,cursive,mishafe_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,407.921,408.118,408.118,408.617,,,,,,,,,,,,,,0.722,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,78,0,408.618,409.351,z,1,0.722,,[],[],[],[],[],[],[],409.352,411.352,411.352,411.352,[],[],[],[],[],[],[],,411.352,411.353,-0.026666667,-0.323333333,0,0,0,,0,77,77,60,1,3,TL,panert,print,panert_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,411.355,411.552,411.552,412.051,,,,,,,,,,,,,,0.796,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,79,0,412.052,412.852,z,1,0.796,,[],[],[],[],[],[],[],412.852,414.851,414.852,414.852,[],[],[],[],[],[],[],,414.852,414.852,-0.026666667,-0.323333333,0,0,0,,0,78,78,42,1,3,TL,detabe,cursive,detabe_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,414.855,415.051,415.051,415.552,,,,,,,,,,,,,,0.924,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,80,0,415.552,416.485,z,0,0.924,,[],[],[],[],[],[],[],416.485,418.485,418.485,418.486,[],[],[],[],[],[],[],,418.486,421.985,-0.027777778,-0.423333333,1,0,0,,0,79,79,140,1,3,word,RELATIVE,cursive,relative_c.png,,,break_done_button,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,421.987,422.185,422.185,422.685,,,,,,,,,,,,,,1.143,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,81,0,422.686,423.852,z,1,1.143,,[],[],[],[],[],[],[],423.852,425.852,425.852,425.853,[],[],[],[],[],[],[],,425.853,425.853,-0.027777778,-0.423333333,0,0,0,,0,80,80,47,1,3,TL,elarobate,print,elarobate_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,425.855,426.052,426.052,426.552,,,,,,,,,,,,,,0.821,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,82,0,426.553,427.385,z,1,0.821,,[],[],[],[],[],[],[],427.385,429.385,429.385,429.386,[],[],[],[],[],[],[],,429.386,429.386,-0.027777778,-0.423333333,0,0,0,,0,81,81,12,1,3,RL,formuke,cursive,formuke_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,429.388,429.585,429.585,430.085,,,,,,,,,,,,,,1.087,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,83,0,430.086,431.185,m,1,1.087,,[],[],[],[],[],[],[],431.185,433.186,433.187,433.188,[],[],[],[],[],[],[],,433.188,433.188,-0.027777778,-0.423333333,0,0,0,,0,82,82,154,1,3,word,STORAGE,cursive,storage_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,433.193,433.385,433.386,433.886,,,,,,,,,,,,,,2.067,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,84,1,433.887,435.986,z,1,2.067,,[],[],[],[],[],[],[],435.986,437.987,437.988,439.32,[],[],[],[],[],[],[],z,439.32,439.321,-0.027777778,-0.423333333,0,0,0,,0,83,83,28,1,3,RL,rovastic,cursive,rovastic_c.png,1.323,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,439.326,439.519,439.519,440.019,,,,,,,,,,,,,,0.762,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,85,0,440.019,440.786,z,1,0.762,,[],[],[],[],[],[],[],440.786,442.786,442.787,442.787,[],[],[],[],[],[],[],,442.787,442.787,-0.027777778,-0.423333333,0,0,0,,0,84,84,22,1,3,RL,procogal,print,procogal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,442.79,442.986,442.986,443.486,,,,,,,,,,,,,,0.722,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,86,1,443.486,444.219,z,1,0.722,,[],[],[],[],[],[],[],444.219,446.219,446.219,447.486,[],[],[],[],[],[],[],m,447.486,447.487,-0.027777778,-0.423333333,0,0,0,,0,85,85,24,1,3,RL,quafidy,print,quafidy_p.png,1.255,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,447.489,447.686,447.686,448.186,,,,,,,,,,,,,,1.34,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,87,0,448.187,449.552,z,1,1.34,,[],[],[],[],[],[],[],449.552,451.554,451.555,451.557,[],[],[],[],[],[],[],,451.557,451.558,-0.027777778,-0.423333333,0,0,0,,0,86,86,0,1,3,RL,afaneur,print,afaneur_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,451.567,451.753,451.753,452.252,,,,,,,,,,,,,,0.861,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,88,1,452.252,453.12,z,1,0.861,,[],[],[],[],[],[],[],453.12,455.119,455.119,456.187,[],[],[],[],[],[],[],m,456.187,456.187,-0.027777778,-0.423333333,0,0,0,,0,87,87,49,1,3,TL,incidate,print,incidate_p.png,1.065,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,456.191,456.386,456.386,456.886,,,,,,,,,,,,,,3.557,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,89,0,456.886,460.453,z,1,3.557,,[],[],[],[],[],[],[],460.453,462.453,462.454,462.454,[],[],[],[],[],[],[],,462.454,462.454,-0.027777778,-0.423333333,0,0,0,,0,88,88,6,1,3,RL,cenesony,cursive,cenesony_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,462.459,462.653,462.653,463.153,,,,,,,,,,,,,,1.003,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,90,0,463.154,464.187,m,1,1.003,,[],[],[],[],[],[],[],464.187,466.187,466.187,466.188,[],[],[],[],[],[],[],,466.188,466.189,-0.027777778,-0.423333333,0,0,0,,0,89,89,84,1,3,word,BELOVED,cursive,beloved_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,466.193,466.387,466.387,466.887,,,,,,,,,,,,,,0.628,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,91,0,466.887,467.52,z,1,0.628,,[],[],[],[],[],[],[],467.52,469.52,469.52,469.521,[],[],[],[],[],[],[],,469.521,469.521,-0.027777778,-0.423333333,0,0,0,,0,90,90,2,1,3,RL,betemit,print,betemit_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,469.524,469.72,469.72,470.22,,,,,,,,,,,,,,1.194,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,92,0,470.221,471.42,z,1,1.194,,[],[],[],[],[],[],[],471.42,473.42,473.42,473.421,[],[],[],[],[],[],[],,473.421,473.421,-0.027777778,-0.423333333,0,0,0,,0,91,91,8,1,3,RL,cocewage,print,cocewage_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,473.424,473.62,473.62,474.121,,,,,,,,,,,,,,0.82,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,93,0,474.121,474.954,z,1,0.82,,[],[],[],[],[],[],[],474.954,476.954,476.954,476.955,[],[],[],[],[],[],[],,476.955,476.955,-0.027777778,-0.423333333,0,0,0,,0,92,92,64,1,3,TL,radiply,print,radiply_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,476.959,477.154,477.154,477.654,,,,,,,,,,,,,,0.726,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,94,0,477.654,478.387,z,1,0.726,,[],[],[],[],[],[],[],478.388,480.387,480.387,480.388,[],[],[],[],[],[],[],,480.388,480.388,-0.027777778,-0.423333333,0,0,0,,0,93,93,62,1,3,TL,prodive,print,prodive_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,480.39,480.587,480.587,481.087,,,,,,,,,,,,,,1.136,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,95,0,481.088,482.254,z,1,1.136,,[],[],[],[],[],[],[],482.254,484.254,484.254,484.255,[],[],[],[],[],[],[],,484.256,484.256,-0.027777778,-0.423333333,0,0,0,,0,94,94,76,1,3,TL,stogare,cursive,stogare_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,484.259,484.454,484.454,484.954,,,,,,,,,,,,,,1.973,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,96,0,484.954,486.954,m,1,1.973,,[],[],[],[],[],[],[],486.955,488.954,488.954,488.955,[],[],[],[],[],[],[],,488.955,488.955,-0.027777778,-0.423333333,0,0,0,,0,95,95,93,1,3,word,CEREMONY,cursive,ceremony_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,488.959,489.154,489.154,489.654,,,,,,,,,,,,,,0.624,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,97,0,489.655,490.288,m,1,0.624,,[],[],[],[],[],[],[],490.288,492.288,492.288,492.288,[],[],[],[],[],[],[],,492.289,492.289,-0.027777778,-0.423333333,0,0,0,,0,96,96,125,1,3,word,OPERATOR,print,operator_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,492.292,492.488,492.488,492.988,,,,,,,,,,,,,,0.939,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,98,0,492.988,493.954,z,0,0.939,,[],[],[],[],[],[],[],493.955,495.955,495.955,495.955,[],[],[],[],[],[],[],,495.955,495.955,-0.027777778,-0.423333333,0,0,0,,0,97,97,92,1,3,word,CATEGORY,cursive,category_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,495.959,496.155,496.155,496.655,,,,,,,,,,,,,,0.758,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,99,0,496.655,497.421,z,1,0.758,,[],[],[],[],[],[],[],497.422,499.421,499.421,499.422,[],[],[],[],[],[],[],,499.422,499.422,-0.027777778,-0.423333333,0,0,0,,0,98,98,30,1,3,RL,strapely,print,strapely_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,499.425,499.621,499.621,500.121,,,,,,,,,,,,,,0.771,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,100,0,500.122,500.921,z,1,0.771,,[],[],[],[],[],[],[],500.922,502.922,502.922,502.922,[],[],[],[],[],[],[],,502.922,502.922,-0.027777778,-0.423333333,0,0,0,,0,99,99,9,1,3,RL,docirant,print,docirant_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,502.925,503.121,503.121,503.622,,,,,,,,,,,,,,0.628,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,101,0,503.623,504.255,z,1,0.628,,[],[],[],[],[],[],[],504.255,506.255,506.255,506.256,[],[],[],[],[],[],[],,506.256,506.256,-0.027777778,-0.423333333,0,0,0,,0,100,100,25,1,3,RL,retupar,print,retupar_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,506.26,506.456,506.456,506.955,,,,,,,,,,,,,,1.383,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,102,0,506.961,508.355,m,1,1.383,,[],[],[],[],[],[],[],508.356,510.355,510.356,510.356,[],[],[],[],[],[],[],,510.357,510.357,-0.027777778,-0.423333333,0,0,0,,0,101,101,147,1,3,word,ROMANTIC,cursive,romantic_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,510.361,510.555,510.555,511.055,,,,,,,,,,,,,,1.261,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,103,0,511.056,512.322,m,0,1.261,,[],[],[],[],[],[],[],512.322,514.322,514.322,514.323,[],[],[],[],[],[],[],,514.323,514.324,-0.027777778,-0.423333333,0,0,0,,0,102,102,34,1,3,TL,aminal,cursive,aminal_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,514.327,514.522,514.522,515.022,,,,,,,,,,,,,,1.812,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,104,0,515.023,516.855,z,1,1.812,,[],[],[],[],[],[],[],516.855,518.855,518.855,518.856,[],[],[],[],[],[],[],,518.856,518.856,-0.027777778,-0.423333333,0,0,0,,0,103,103,69,1,3,TL,redisent,cursive,redisent_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,518.858,519.055,519.056,519.556,,,,,,,,,,,,,,1.137,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,105,0,519.556,520.722,m,1,1.137,,[],[],[],[],[],[],[],520.722,522.722,522.722,522.724,[],[],[],[],[],[],[],,522.724,522.725,-0.027777778,-0.421111111,0,0,0,,0,104,104,136,1,3,word,RADICAL,cursive,radical_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,522.733,522.921,522.921,523.422,,,,,,,,,,,,,,1.071,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,106,0,523.424,524.523,z,1,1.071,,[],[],[],[],[],[],[],524.523,526.522,526.522,526.523,[],[],[],[],[],[],[],,526.523,526.523,-0.027777778,-0.421111111,0,0,0,,0,105,105,65,1,3,TL,resufal,print,resufal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,526.525,526.722,526.722,527.222,,,,,,,,,,,,,,0.736,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,107,0,527.223,527.989,m,1,0.736,,[],[],[],[],[],[],[],527.989,529.989,529.989,529.99,[],[],[],[],[],[],[],,529.99,529.99,-0.027777778,-0.421111111,0,0,0,,0,106,106,119,1,3,word,MEMORY,print,memory_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,529.993,530.189,530.189,530.689,,,,,,,,,,,,,,1.295,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,108,0,530.69,531.989,m,1,1.295,,[],[],[],[],[],[],[],531.99,533.989,533.989,533.99,[],[],[],[],[],[],[],,533.99,533.99,-0.027777778,-0.421111111,0,0,0,,0,107,107,91,1,3,word,CARDINAL,print,cardinal_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,533.992,534.189,534.189,534.689,,,,,,,,,,,,,,0.988,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,109,0,534.69,535.689,z,0,0.988,,[],[],[],[],[],[],[],535.689,537.689,537.69,537.69,[],[],[],[],[],[],[],,537.69,537.69,-0.027777778,-0.421111111,0,0,0,,0,108,108,149,1,3,word,SENATOR,cursive,senator_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,537.693,537.889,537.889,538.389,,,,,,,,,,,,,,1.424,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,110,0,538.39,539.823,m,1,1.424,,[],[],[],[],[],[],[],539.823,541.823,541.823,541.824,[],[],[],[],[],[],[],,541.824,541.824,-0.027777778,-0.421111111,0,0,0,,0,109,109,145,1,3,word,RESUME,cursive,resume_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,541.827,542.023,542.023,542.522,,,,,,,,,,,,,,1.17,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,111,0,542.523,543.723,m,1,1.17,,[],[],[],[],[],[],[],543.724,545.723,545.724,545.724,[],[],[],[],[],[],[],,545.725,545.726,-0.027777778,-0.421111111,0,0,0,,0,110,110,83,1,3,word,ANIMAL,cursive,animal_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,545.729,545.923,545.923,546.423,,,,,,,,,,,,,,0.702,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,112,0,546.425,547.156,z,1,0.702,,[],[],[],[],[],[],[],547.157,549.156,549.157,549.157,[],[],[],[],[],[],[],,549.157,549.157,-0.027777778,-0.42,0,0,0,,0,111,111,27,1,3,RL,recile,print,recile_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,549.16,549.357,549.357,549.857,,,,,,,,,,,,,,0.902,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,113,0,549.857,550.79,z,1,0.902,,[],[],[],[],[],[],[],550.79,552.79,552.79,552.79,[],[],[],[],[],[],[],,552.79,552.791,-0.027777778,-0.42,0,0,0,,0,112,112,43,1,3,TL,dedace,cursive,dedace_c.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,552.793,552.99,552.99,553.49,,,,,,,,,,,,,,0.656,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,114,0,553.491,554.157,m,1,0.656,,[],[],[],[],[],[],[],554.157,556.157,556.157,556.157,[],[],[],[],[],[],[],,556.157,556.158,-0.027777778,-0.42,0,0,0,,0,113,113,130,1,3,word,POLICY,print,policy_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,556.16,556.357,556.357,556.857,,,,,,,,,,,,,,0.746,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,115,1,556.858,557.624,z,1,0.746,,[],[],[],[],[],[],[],557.624,559.624,559.624,561.291,[],[],[],[],[],[],[],m,561.291,561.291,-0.027777778,-0.436666667,0,0,0,,0,114,114,46,1,3,TL,distupe,print,distupe_p.png,1.639,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,561.293,561.49,561.49,561.99,,,,,,,,,,,,,,1.337,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,116,0,561.991,563.357,m,1,1.337,,[],[],[],[],[],[],[],563.357,565.357,565.357,565.358,[],[],[],[],[],[],[],,565.358,565.358,-0.024444444,-0.438888889,0,0,0,,0,115,115,87,1,3,word,CAFETERIA,print,cafeteria_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,565.36,565.557,565.557,566.057,,,,,,,,,,,,,,0.87,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,117,0,566.058,566.957,z,1,0.87,,[],[],[],[],[],[],[],566.957,568.957,568.957,568.958,[],[],[],[],[],[],[],,568.958,568.958,-0.024444444,-0.438888889,0,0,0,,0,116,116,55,1,3,TL,mecidine,print,mecidine_p.png,,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,568.96,569.157,569.157,569.657,,,,,,,,,,,,,,1.197,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,118,1,569.657,570.858,m,1,1.197,,[],[],[],[],[],[],[],570.858,572.858,572.859,574.791,[],[],[],[],[],[],[],m,574.791,574.792,-0.024444444,-0.438888889,0,0,0,,0,117,117,104,1,3,word,DOMINANT,print,dominant_p.png,1.912,,,,
,,,,32092,001,2025-12-02_21h46.43.709,HW_LDT_1,2024.2.4,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,574.795,574.99,574.99,575.491,,,,,,,,,,,,,,0.87,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,119,1,575.492,576.391,z,1,0.87,,[],[],[],[],[],[],[],576.391,578.391,578.391,579.658,[],[],[],[],[],[],[],m,579.658,579.658,-0.024444444,-0.438888889,0,0,0,,0,118,118,51,1,3,TL,liretal,print,liretal_p.png,1.238,,,,
