counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list4_trials.thisRepN,list4_trials.thisTrialN,list4_trials.thisN,list4_trials.thisIndex,list4_trials.ran,list_id,item_type,string,font,stim_file,key_resp_probe.rt,key_resp_probe.duration,break_done_touch.clicked_name,End.started,End.stopped
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,498.9988,499.1964,499.1964,499.6964,,,,,,,,,,,,0.6565,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,115,0,499.697,500.3632,m,1,0.6565,,[],[],[],[],[],[],[],500.3634,502.363,502.3631,502.3632,[],[],[],[],[],[],[],,502.3633,502.3634,-0.011340452,-0.388546484,0,0,0,,0,114,114,121,1,4,word,MISTAKE,print,mistake_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,502.3646,502.5628,502.5629,503.0629,,,,,,,,,,,,1.339,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,116,0,503.0636,504.4129,z,1,1.339,,[],[],[],[],[],[],[],504.413,506.4127,506.4127,506.413,[],[],[],[],[],[],[],,506.413,506.4132,-0.011340452,-0.388546484,0,0,0,,0,115,115,78,1,4,TL,stragety,print,stragety_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,506.4146,506.6128,506.6128,507.1127,,,,,,,,,,,,0.9287,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,117,0,507.1135,508.0459,z,1,0.9287,,[],[],[],[],[],[],[],508.046,510.046,510.046,510.0463,[],[],[],[],[],[],[],,510.0463,510.0464,-0.011340452,-0.388546484,0,0,0,,0,116,116,29,1,4,RL,motide,print,motide_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,510.0478,510.2458,510.246,510.7459,,,,,,,,,,,,1.2558,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,118,0,510.7466,512.0125,z,1,1.2558,,[],[],[],[],[],[],[],512.0126,514.0124,514.0125,514.0127,[],[],[],[],[],[],[],,514.0129,514.0129,-0.011340452,-0.388546484,0,0,0,,0,117,117,79,1,4,TL,tritube,print,tritube_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,514.0144,514.2124,514.2125,514.7124,,,,,,,,,,,,1.2926,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,119,0,514.7131,516.0124,z,1,1.2926,,[],[],[],[],[],[],[],516.0125,518.0124,518.0124,518.0127,[],[],[],[],[],[],[],,518.0127,518.0128,-0.011340452,-0.388546484,0,0,0,,0,118,118,31,1,4,RL,orimipal,print,orimipal_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,518.0142,518.2123,518.2124,518.7123,,,,,,,,,,,,1.2912,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,120,0,518.7129,520.0123,m,1,1.2912,,[],[],[],[],[],[],[],520.0126,522.0119,522.0119,522.0122,[],[],[],[],[],[],[],,522.0122,522.0124,-0.011340452,-0.388546484,0,0,0,,0,119,119,125,1,4,word,OPERATOR,print,operator_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,522.0137,522.2121,522.2121,522.712,,,,,,,,,,,,0.9913,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,121,0,522.7127,523.7122,z,0,0.9913,,[],[],[],[],[],[],[],523.7123,525.7121,525.7121,525.7123,[],[],[],[],[],[],[],,525.7123,525.7125,-0.011340452,-0.388546484,0,0,0,,0,120,120,87,1,4,word,CAFETERIA,cursive,cafeteria_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,525.7139,525.912,525.912,526.412,,,,,,,,,,,,2.842,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,122,0,526.4126,529.2619,m,1,2.842,,[],[],[],[],[],[],[],529.262,531.2617,531.2617,531.2619,[],[],[],[],[],[],[],,531.262,531.2621,-0.011340452,-0.388546484,0,0,0,,0,121,121,111,1,4,word,INDICATE,print,indicate_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,531.2631,531.4613,531.4613,531.9617,,,,,,,,,,,,1.0288,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,123,0,531.9623,532.995,m,1,1.0288,,[],[],[],[],[],[],[],532.9951,534.9949,534.995,534.9952,[],[],[],[],[],[],[],,534.9953,534.9953,-0.011340452,-0.388546484,0,0,0,,0,122,122,139,1,4,word,REGULAR,cursive,regular_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,534.9966,535.1949,535.195,535.6949,,,,,,,,,,,,1.0796,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,124,0,535.6957,536.7781,m,0,1.0796,,[],[],[],[],[],[],[],536.7782,538.7777,538.7777,538.7779,[],[],[],[],[],[],[],,538.7779,538.7781,-0.011340452,-0.388546484,0,0,0,,0,123,123,45,1,4,RL,spetisic,cursive,spetisic_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,538.7791,538.9781,538.9782,539.478,,,,,,,,,,,,0.7596,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,125,0,539.4787,540.2448,z,1,0.7596,,[],[],[],[],[],[],[],540.2449,542.2448,542.2448,542.245,[],[],[],[],[],[],[],,542.2451,542.2452,-0.011340452,-0.388546484,0,0,0,,0,124,124,48,1,4,RL,vabifity,print,vabifity_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,542.2465,542.444,542.4441,542.9446,,,,,,,,,,,,0.909,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,126,0,542.9452,543.8614,z,1,0.909,,[],[],[],[],[],[],[],543.8615,545.8612,545.8612,545.8614,[],[],[],[],[],[],[],,545.8615,545.8616,-0.011340452,-0.388546484,0,0,0,,0,125,125,4,1,4,RL,betemit,cursive,betemit_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,545.8629,546.0612,546.0612,546.5611,,,,,,,,,,,,0.7111,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,127,0,546.5617,547.2777,m,1,0.7111,,[],[],[],[],[],[],[],547.2779,549.2776,549.2777,549.2779,[],[],[],[],[],[],[],,549.2779,549.2781,-0.011340452,-0.388546484,0,0,0,,0,126,126,154,1,4,word,STORAGE,print,storage_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,549.2793,549.4777,549.4777,549.9778,,,,,,,,,,,,0.859,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,128,0,549.9783,550.8444,m,0,0.859,,[],[],[],[],[],[],[],550.8445,552.844,552.8441,552.8443,[],[],[],[],[],[],[],,552.8444,552.8445,-0.011340452,-0.388546484,0,0,0,,0,127,127,30,1,4,RL,nunewical,cursive,nunewical_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,552.8457,553.0432,553.0433,553.5443,,,,,,,,,,,,0.727,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,129,0,553.5449,554.2776,m,1,0.727,,[],[],[],[],[],[],[],554.2776,556.2769,556.277,556.2771,[],[],[],[],[],[],[],,556.2771,556.2773,-0.011340452,-0.388546484,0,0,0,,0,128,128,157,1,4,word,VALIDITY,print,validity_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,556.2783,556.4774,556.4774,556.9773,,,,,,,,,,,,0.897,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,130,0,556.978,557.8774,z,1,0.897,,[],[],[],[],[],[],[],557.8775,559.8773,559.8774,559.8775,[],[],[],[],[],[],[],,559.8777,559.8778,-0.011340452,-0.388546484,0,0,0,,0,129,129,32,1,4,RL,patisic,cursive,patisic_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,559.879,560.0772,560.0773,560.5772,,,,,,,,,,,,0.9102,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,131,1,560.5778,561.494,z,1,0.9102,,[],[],[],[],[],[],[],561.494,563.4938,563.4939,564.5437,[],[],[],[],[],[],[],m,564.5438,564.5439,-0.011340452,-0.388546484,0,0,0,,0,130,130,42,1,4,RL,revune,print,revune_p.png,1.0423,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,564.5453,564.7438,564.7438,565.2437,,,,,,,,,,,,0.8203,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,132,1,565.2443,566.077,m,1,0.8203,,[],[],[],[],[],[],[],566.0771,568.0769,568.077,569.9768,[],[],[],[],[],[],[],m,569.9769,569.9771,-0.011340452,-0.388546484,0,0,0,,0,131,131,144,1,4,word,RESIDENT,cursive,resident_c.png,1.8948,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,569.978,570.1769,570.1769,570.677,,,,,,,,,,,,0.9094,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,133,0,570.6777,571.5935,m,1,0.9094,,[],[],[],[],[],[],[],571.5936,573.5933,573.5934,573.5936,[],[],[],[],[],[],[],,573.5937,573.5937,-0.011340452,-0.388546484,0,0,0,,0,132,132,147,1,4,word,ROMANTIC,print,romantic_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,573.595,573.7934,573.7935,574.2934,,,,,,,,,,,,0.7433,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,134,1,574.294,575.0434,z,1,0.7433,,[],[],[],[],[],[],[],575.0435,577.0432,577.0433,578.2266,[],[],[],[],[],[],[],m,578.2267,578.2269,-0.011340452,-0.388546484,0,0,0,,0,133,133,27,1,4,RL,menowy,print,menowy_p.png,1.1716,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,578.2282,578.4265,578.4265,578.9266,,,,,,,,,,,,0.7791,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,135,0,578.9271,579.7098,m,1,0.7791,,[],[],[],[],[],[],[],579.7099,581.7098,581.7098,581.71,[],[],[],[],[],[],[],,581.7101,581.7102,-0.011340452,-0.388546484,0,0,0,,0,134,134,158,1,4,word,VELOCITY,cursive,velocity_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,581.7115,581.9097,581.9097,582.4098,,,,,,,,,,,,0.7538,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,136,0,582.4104,583.1763,m,1,0.7538,,[],[],[],[],[],[],[],583.1764,585.1762,585.1763,585.1766,[],[],[],[],[],[],[],,585.1767,585.1768,-0.011340452,-0.388546484,0,0,0,,0,135,135,103,1,4,word,DISPUTE,print,dispute_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,585.178,585.3763,585.3763,585.8762,,,,,,,,,,,,1.073,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,137,0,585.8767,586.9596,m,1,1.073,,[],[],[],[],[],[],[],586.9597,588.9594,588.9595,588.9596,[],[],[],[],[],[],[],,588.9598,588.9599,-0.011340452,-0.388546484,0,0,0,,0,136,136,104,1,4,word,DOMINANT,cursive,dominant_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,588.9611,589.1585,589.1586,589.6593,,,,,,,,,,,,0.8206,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,138,0,589.66,590.4928,z,1,0.8206,,[],[],[],[],[],[],[],590.4929,592.4926,592.4927,592.4929,[],[],[],[],[],[],[],,592.493,592.4932,-0.011340452,-0.388546484,0,0,0,,0,137,137,43,1,4,RL,rovastic,print,rovastic_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,592.4946,592.6926,592.6926,593.1927,,,,,,,,,,,,0.5863,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,139,0,593.1933,593.7927,m,1,0.5863,,[],[],[],[],[],[],[],593.7927,595.7924,595.7925,595.7928,[],[],[],[],[],[],[],,595.7928,595.7929,-0.011340452,-0.388546484,0,0,0,,0,138,138,86,1,4,word,BESIDE,print,beside_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,595.7942,595.9926,595.9926,596.492,,,,,,,,,,,,0.7471,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,140,0,596.4926,597.2424,m,0,0.7471,,[],[],[],[],[],[],[],597.2424,599.2423,599.2424,599.2426,[],[],[],[],[],[],[],,599.2426,599.2427,-0.011340452,-0.388546484,0,0,0,,0,139,139,77,1,4,TL,spemicen,cursive,spemicen_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,599.244,599.4423,599.4423,599.9424,,,,,,,,,,,,0.7941,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,141,1,599.9429,600.7424,z,1,0.7941,,[],[],[],[],[],[],[],600.7425,602.7423,602.7423,604.4589,[],[],[],[],[],[],[],z,604.4591,604.4592,-0.011340452,-0.388546484,0,0,0,,0,140,140,1,1,4,RL,afaneur,cursive,afaneur_c.png,1.7067,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,604.4605,604.6588,604.6588,605.1587,,,,,,,,,,,,1.4792,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,142,0,605.1595,606.642,z,1,1.4792,,[],[],[],[],[],[],[],606.6421,608.6419,608.642,608.6422,[],[],[],[],[],[],[],,608.6423,608.6424,-0.011340452,-0.388546484,0,0,0,,0,141,141,21,1,4,RL,insibate,print,insibate_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,608.6438,608.8421,608.8422,609.3419,,,,,,,,,,,,0.6229,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,143,1,609.3426,609.9754,z,1,0.6229,,[],[],[],[],[],[],[],609.9755,611.9751,611.9752,613.4751,[],[],[],[],[],[],[],m,613.4751,613.4753,-0.011340452,-0.388546484,0,0,0,,0,142,142,75,1,4,TL,sanile,print,sanile_p.png,1.4968,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,613.4765,613.675,613.675,614.1741,,,,,,,,,,,,0.7476,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,144,0,614.1747,614.9245,z,1,0.7476,,[],[],[],[],[],[],[],614.9247,616.925,616.925,616.9251,[],[],[],[],[],[],[],,616.9252,616.9253,-0.011340452,-0.388546484,0,0,0,,0,143,143,5,1,4,RL,bebine,print,bebine_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,616.9265,617.125,617.1251,617.6247,,,,,,,,,,,,1.5433,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,145,0,617.6253,619.1745,m,0,1.5433,,[],[],[],[],[],[],[],619.1746,621.1746,621.1747,621.1748,[],[],[],[],[],[],[],,621.1749,621.175,-0.011340452,-0.388546484,0,0,0,,0,144,144,55,1,4,TL,corevage,cursive,corevage_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,621.1762,621.3748,621.3749,621.8748,,,,,,,,,,,,1.4103,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,146,0,621.8753,623.2911,m,1,1.4103,,[],[],[],[],[],[],[],623.2912,625.2914,625.2914,625.2917,[],[],[],[],[],[],[],,625.2918,625.292,-0.011340452,-0.388546484,0,0,0,,0,145,145,108,1,4,word,FORTUNE,cursive,fortune_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,625.2931,625.4915,625.4915,625.9912,,,,,,,,,,,,0.8709,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,147,0,625.9918,626.8748,z,1,0.8709,,[],[],[],[],[],[],[],626.8749,628.8745,628.8745,628.8748,[],[],[],[],[],[],[],,628.8748,628.8749,-0.011340452,-0.388546484,0,0,0,,0,146,146,59,1,4,TL,fornute,cursive,fornute_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,628.876,629.0745,629.0746,629.5745,,,,,,,,,,,,1.36,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,148,0,629.5751,630.9411,m,1,1.36,,[],[],[],[],[],[],[],630.9412,632.941,632.9411,632.9413,[],[],[],[],[],[],[],,632.9413,632.9415,-0.011340452,-0.388546484,0,0,0,,0,147,147,151,1,4,word,SPECIFIC,cursive,specific_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,632.9428,633.141,633.1411,633.6409,,,,,,,,,,,,1.0457,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,149,0,633.6416,634.6909,m,0,1.0457,,[],[],[],[],[],[],[],634.691,636.6909,636.6909,636.6912,[],[],[],[],[],[],[],,636.6913,636.6913,-0.011340452,-0.388546484,0,0,0,,0,148,148,14,1,4,RL,delahe,cursive,delahe_c.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,636.6927,636.8908,636.8909,637.3908,,,,,,,,,,,,0.7984,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,150,0,637.3915,638.1908,z,1,0.7984,,[],[],[],[],[],[],[],638.1909,640.1907,640.1908,640.1909,[],[],[],[],[],[],[],,640.191,640.1911,-0.011340452,-0.388546484,0,0,0,,0,149,149,28,1,4,RL,mifikary,print,mifikary_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,640.1924,640.3907,640.3907,640.8907,,,,,,,,,,,,1.0537,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,151,0,640.8913,641.9574,z,1,1.0537,,[],[],[],[],[],[],[],641.9575,643.9573,643.9574,643.9576,[],[],[],[],[],[],[],,643.9576,643.9577,-0.011340452,-0.388546484,0,0,0,,0,150,150,69,1,4,TL,quafily,print,quafily_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,643.9589,644.1573,644.1573,644.6572,,,,,,,,,,,,0.8198,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,152,0,644.6578,645.4907,m,1,0.8198,,[],[],[],[],[],[],[],645.4907,647.4897,647.4897,647.49,[],[],[],[],[],[],[],,647.49,647.4901,-0.011340452,-0.388546484,0,0,0,,0,151,151,149,1,4,word,SENATOR,print,senator_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,647.4912,647.6904,647.6905,648.1896,,,,,,,,,,,,0.7278,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,153,0,648.1903,648.9237,z,1,0.7278,,[],[],[],[],[],[],[],648.9237,650.923,650.923,650.9232,[],[],[],[],[],[],[],,650.9232,650.9234,-0.011340452,-0.388546484,0,0,0,,0,152,152,0,1,4,RL,abanemy,print,abanemy_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,650.9246,651.1237,651.1238,651.6234,,,,,,,,,,,,0.6654,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,154,0,651.6239,652.2899,z,1,0.6654,,[],[],[],[],[],[],[],652.2901,654.2901,654.2902,654.2903,[],[],[],[],[],[],[],,654.2905,654.2905,-0.011340452,-0.388546484,0,0,0,,0,153,153,70,1,4,TL,quatily,print,quatily_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,654.2917,654.4897,654.4897,654.9902,,,,,,,,,,,,0.6366,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,155,0,654.9908,655.6395,z,1,0.6366,,[],[],[],[],[],[],[],655.6395,657.64,657.64,657.6403,[],[],[],[],[],[],[],,657.6404,657.6405,-0.011340452,-0.388546484,0,0,0,,0,154,154,7,1,4,RL,casena,print,casena_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,657.6416,657.8401,657.8401,658.3401,,,,,,,,,,,,0.8049,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,156,0,658.3407,659.1568,m,1,0.8049,,[],[],[],[],[],[],[],659.1568,661.1564,661.1565,661.1567,[],[],[],[],[],[],[],,661.1568,661.1569,-0.011340452,-0.388546484,0,0,0,,0,155,155,105,1,4,word,EDITOR,print,editor_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,661.1578,661.3566,661.3567,661.8565,,,,,,,,,,,,0.7313,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,157,0,661.8572,662.5899,z,1,0.7313,,[],[],[],[],[],[],[],662.5899,664.5898,664.5898,664.59,[],[],[],[],[],[],[],,664.5901,664.5902,-0.011340452,-0.388546484,0,0,0,,0,156,156,20,1,4,RL,gralekul,print,gralekul_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,664.5916,664.7898,664.7898,665.2897,,,,,,,,,,,,0.6981,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,158,0,665.2902,665.9897,m,1,0.6981,,[],[],[],[],[],[],[],665.9898,667.9897,667.9897,667.9899,[],[],[],[],[],[],[],,667.99,667.9902,-0.011340452,-0.388546484,0,0,0,,0,157,157,141,1,4,word,RELIGION,print,religion_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,667.9914,668.1897,668.1898,668.6895,,,,,,,,,,,,0.6362,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,159,0,668.6902,669.3396,m,1,0.6362,,[],[],[],[],[],[],[],669.3398,671.3395,671.3395,671.3398,[],[],[],[],[],[],[],,671.3398,671.3399,-0.011340452,-0.388546484,0,0,0,,0,158,158,88,1,4,word,CAMERA,print,camera_p.png,,,,,
,,,,32172,001,2025-12-04_13h46.31.208,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,671.3411,671.5395,671.5396,672.0394,,,,,,,,,,,,1.7473,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,160,0,672.0401,673.7888,m,1,1.7473,,[],[],[],[],[],[],[],673.7888,675.7893,675.7894,675.7895,[],[],[],[],[],[],[],,675.7896,675.7897,0.222469226,-0.260035535,0,0,0,,0,159,159,98,1,4,word,CRIMINAL,cursive,criminal_c.png,,,,,
