counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,response.duration,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_done_touch_3.clicked_name,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list2_trials.thisRepN,list2_trials.thisTrialN,list2_trials.thisN,list2_trials.thisIndex,list2_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,key_resp_probe.rt,key_resp_probe.duration,End.started,End.stopped
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,695.733,695.9361,695.9361,696.4198,,,,,,,,,,,,1.2593,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,114,0,696.4204,697.6814,z,1,1.2593,,[],[],[],[],[],[],[],697.6816,699.6695,699.6695,699.6697,[],[],[],[],[],[],[],,699.6698,699.67,-0.237962935,-0.315740797,0,0,0,,0,113,113,23,1,2,RL,procogal,cursive,procogal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,699.6715,699.8696,699.8697,700.365,,,,,,,,,,,,1.2287,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,115,0,700.3654,701.5982,z,1,1.2287,,[],[],[],[],[],[],[],701.5983,703.6026,703.6027,703.603,[],[],[],[],[],[],[],,703.603,703.6031,-0.237962935,-0.315740797,0,0,0,,0,114,114,16,1,2,RL,losipal,print,losipal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,703.6046,703.7983,703.7983,704.3029,,,,,,,,,,,,0.9319,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,116,0,704.3042,705.2373,m,1,0.9319,,[],[],[],[],[],[],[],705.2374,707.2362,707.2363,707.2364,[],[],[],[],[],[],[],,707.2366,707.2366,-0.237962935,-0.315740797,0,0,0,,0,115,115,84,1,2,word,BELOVED,cursive,beloved_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,707.2383,707.436,707.4362,707.9319,,,,,,,,,,,,0.7787,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,117,0,707.9324,708.7149,m,1,0.7787,,[],[],[],[],[],[],[],708.715,710.7148,710.7148,710.715,[],[],[],[],[],[],[],,710.715,710.715,-0.237962935,-0.315740797,0,0,0,,0,116,116,136,1,2,word,RADICAL,cursive,radical_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,710.716,710.9148,710.9151,711.4151,,,,,,,,,,,,1.1035,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,118,0,711.4156,712.5201,m,1,1.1035,,[],[],[],[],[],[],[],712.5202,714.5148,714.5149,714.5153,[],[],[],[],[],[],[],,714.5153,714.5154,-0.237962935,-0.315740797,0,0,0,,0,117,117,142,1,2,word,REMOTE,cursive,remote_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,714.5166,714.7149,714.715,715.2196,,,,,,,,,,,,1.9348,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,119,0,715.2202,717.1653,z,1,1.9348,,[],[],[],[],[],[],[],717.1654,719.1651,719.1652,719.1654,[],[],[],[],[],[],[],,719.1654,719.1655,-0.237962935,-0.315740797,0,0,0,,0,118,118,7,1,2,RL,cocewage,cursive,cocewage_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,719.1668,719.365,719.3651,719.87,,,,,,,,,,,,1.4894,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,120,0,719.8706,721.3651,m,1,1.4894,,[],[],[],[],[],[],[],721.3653,723.3653,723.3654,723.3656,[],[],[],[],[],[],[],,723.3656,723.3658,-0.237962935,-0.315740797,0,0,0,,0,119,119,124,1,2,word,NUMERICAL,cursive,numerical_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,723.367,723.5699,723.57,724.065,,,,,,,,,,,,0.6562,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,121,1,724.0657,724.732,m,1,0.6562,,[],[],[],[],[],[],[],724.7321,726.7362,726.7362,727.9819,[0.5009259541829427],[-0.3129630194769965],[1],[0],[0],[1.2454000000059295],"[""button_right_probe""]",,727.9819,727.982,0.500925954,-0.312963019,1,0,0,,0,120,120,153,1,2,word,STOLEN,print,stolen_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,727.9833,728.1817,728.1817,728.6817,,,,,,,,,,,,0.7701,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,122,0,728.6824,729.4535,z,1,0.7701,,[],[],[],[],[],[],[],729.4537,731.4484,731.4484,731.4485,[],[],[],[],[],[],[],,731.4486,731.4486,0.500925954,-0.312963019,0,0,0,,0,121,121,21,1,2,RL,pamest,print,pamest_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,731.4498,731.6486,731.6487,732.1485,,,,,,,,,,,,0.6265,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,123,0,732.1493,732.7817,m,1,0.6265,,[],[],[],[],[],[],[],732.7818,734.7699,734.77,734.7702,[],[],[],[],[],[],[],,734.7703,734.7705,0.500925954,-0.312963019,0,0,0,,0,122,122,92,1,2,word,CATEGORY,print,category_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,734.7719,734.9652,734.9652,735.4651,,,,,,,,,,,,0.9203,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,124,0,735.4658,736.3871,z,1,0.9203,,[],[],[],[],[],[],[],736.3872,738.382,738.3822,738.3822,[],[],[],[],[],[],[],,738.3823,738.3824,0.500925954,-0.312963019,0,0,0,,0,123,123,31,1,2,RL,spetisic,print,spetisic_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,738.3835,738.5865,738.5865,739.086,,,,,,,,,,,,0.7069,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,125,1,739.0868,739.7985,m,1,0.7069,,[],[],[],[],[],[],[],739.7986,741.7984,741.7985,743.1377,[0.5027777777777778],[-0.3138888888888889],[1],[0],[0],[1.338899999998489],"[""button_right_probe""]",,743.1377,743.1378,0.502777778,-0.313888889,1,0,0,,0,124,124,152,1,2,word,SPECIMEN,print,specimen_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,743.139,743.3318,743.3319,743.8368,,,,,,,,,,,,1.1262,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,126,0,743.8375,744.9652,m,0,1.1262,,[],[],[],[],[],[],[],744.9654,746.9651,746.9652,746.9653,[],[],[],[],[],[],[],,746.9654,746.9654,0.502777778,-0.313888889,0,0,0,,0,125,125,47,1,2,TL,crinimal,cursive,crinimal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,746.9667,747.1655,747.1655,747.6652,,,,,,,,,,,,0.8459,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,127,0,747.666,748.5153,m,1,0.8459,,[],[],[],[],[],[],[],748.5154,750.5185,750.5185,750.5187,[],[],[],[],[],[],[],,750.5188,750.5189,0.502777778,-0.313888889,0,0,0,,0,126,126,131,1,2,word,POPULAR,cursive,popular_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,750.5206,750.7185,750.7186,751.2153,,,,,,,,,,,,3.9205,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,128,0,751.2159,755.1372,z,0,3.9205,,[],[],[],[],[],[],[],755.1374,757.1319,757.132,757.1323,[],[],[],[],[],[],[],,757.1324,757.1325,0.502777778,-0.313888889,0,0,0,,0,127,127,111,1,2,word,INDICATE,cursive,indicate_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,757.1337,757.332,757.3321,757.832,,,,,,,,,,,,1.0875,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,129,1,757.8325,758.9213,m,1,1.0875,,[],[],[],[],[],[],[],758.9213,760.9199,760.9199,762.1655,[-0.25277777777777777],[-0.3472222222222222],[1],[0],[0],[1.2453999999984262],"[""button_left_probe""]",,762.1656,762.1657,-0.252777778,-0.347222222,1,0,0,,0,128,128,119,1,2,word,MEMORY,cursive,memory_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,762.1671,762.3654,762.3654,762.8534,,,,,,,,,,,,0.9159,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,130,0,762.854,763.7709,z,1,0.9159,,[],[],[],[],[],[],[],763.771,765.7654,765.7654,765.7657,[],[],[],[],[],[],[],,765.7658,765.7659,-0.252777778,-0.347222222,0,0,0,,0,129,129,10,1,2,RL,disluge,cursive,disluge_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,765.767,765.9701,765.9702,766.4657,,,,,,,,,,,,0.5929,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,131,0,766.4663,767.0658,m,1,0.5929,,[],[],[],[],[],[],[],767.0659,769.0657,769.0657,769.0661,[],[],[],[],[],[],[],,769.0661,769.0663,-0.252777778,-0.347222222,0,0,0,,0,130,130,83,1,2,word,ANIMAL,print,animal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,769.0675,769.2656,769.2656,769.7696,,,,,,,,,,,,0.9904,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,132,0,769.7703,770.7655,m,1,0.9904,,[],[],[],[],[],[],[],770.7657,772.7535,772.7535,772.7539,[],[],[],[],[],[],[],,772.7539,772.754,-0.252777778,-0.347222222,0,0,0,,0,131,131,98,1,2,word,CRIMINAL,cursive,criminal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,772.7556,772.9487,772.9488,773.4488,,,,,,,,,,,,0.7535,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,133,0,773.4495,774.2039,m,1,0.7535,,[],[],[],[],[],[],[],774.204,776.2029,776.203,776.2033,[],[],[],[],[],[],[],,776.2034,776.2035,-0.252777778,-0.347222222,0,0,0,,0,132,132,158,1,2,word,VELOCITY,print,velocity_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,776.2049,776.4039,776.404,776.9035,,,,,,,,,,,,1.637,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,134,1,776.9039,778.5489,m,1,1.637,,[],[],[],[],[],[],[],778.5491,780.5489,780.549,781.4876,[-0.25277777777777777],[-0.3472222222222222],[1],[0],[0],[0.9383999999985235],"[""button_left_probe""]",,781.4877,781.4877,-0.252777778,-0.347222222,1,0,0,,0,133,133,91,1,2,word,CARDINAL,cursive,cardinal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,781.4892,781.6822,781.6822,782.1865,,,,,,,,,,,,2.6159,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,135,0,782.1871,784.8042,z,0,2.6159,,[],[],[],[],[],[],[],784.8043,786.8041,786.8042,786.8045,[],[],[],[],[],[],[],,786.8045,786.8046,-0.252777778,-0.347222222,0,0,0,,0,134,134,125,1,2,word,OPERATOR,cursive,operator_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,786.8062,786.9989,786.999,787.5038,,,,,,,,,,,,0.7349,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,136,1,787.5045,788.2403,m,1,0.7349,,[],[],[],[],[],[],[],788.2404,790.2325,790.2325,791.453,[],[],[],[],[],[],[],m,791.4532,791.4534,-0.252777778,-0.347222222,0,0,0,,0,135,135,93,1,2,word,CEREMONY,print,ceremony_p.png,,1.2198,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,791.4548,791.6492,791.6492,792.1493,,,,,,,,,,,,0.7532,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,137,0,792.1497,792.9037,m,1,0.7532,,[],[],[],[],[],[],[],792.9039,794.9038,794.9039,794.9041,[],[],[],[],[],[],[],,794.9042,794.9043,-0.252777778,-0.347222222,0,0,0,,0,136,136,143,1,2,word,REMOVAL,print,removal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,794.9059,795.0991,795.0991,795.5991,,,,,,,,,,,,1.2705,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,138,0,795.5998,796.8715,z,1,1.2705,,[],[],[],[],[],[],[],796.8717,798.8656,798.8657,798.8659,[],[],[],[],[],[],[],,798.8659,798.8659,-0.252777778,-0.347222222,0,0,0,,0,137,137,39,1,2,TL,aminal,print,aminal_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,798.867,799.0661,799.0661,799.5701,,,,,,,,,,,,3.199,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,139,1,799.5708,802.7708,z,0,3.199,,[],[],[],[],[],[],[],802.771,804.766,804.7661,805.8049,[],[],[],[],[],[],[],z,805.8049,805.8051,-0.252777778,-0.347222222,0,0,0,,0,138,138,103,1,2,word,DISPUTE,cursive,dispute_c.png,,1.0379,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,805.8063,805.9991,805.9992,806.5038,,,,,,,,,,,,1.2205,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,140,1,806.5044,807.7327,m,1,1.2205,,[],[],[],[],[],[],[],807.7327,809.7327,809.7327,812.8051,[],[],[],[],[],[],[],z,812.8053,812.8055,-0.237962935,-0.353703732,0,0,0,,0,139,139,97,1,2,word,COVERAGE,cursive,coverage_c.png,,3.0717,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,812.8068,812.9992,812.9992,813.4991,,,,,,,,,,,,3.0204,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,141,1,813.4998,816.5211,z,1,3.0204,,[],[],[],[],[],[],[],816.5212,818.5159,818.5159,819.3716,[],[],[],[],[],[],[],z,819.3718,819.3719,-0.237962935,-0.353703732,0,0,0,,0,140,140,61,1,2,TL,nuremical,cursive,nuremical_c.png,,0.8549,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,819.3732,819.5658,819.5658,820.0659,,,,,,,,,,,,0.9193,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,142,0,820.0666,820.987,z,1,0.9193,,[],[],[],[],[],[],[],820.9871,822.9865,822.9865,822.9868,[],[],[],[],[],[],[],,822.9869,822.9871,-0.237962935,-0.353703732,0,0,0,,0,141,141,3,1,2,RL,capefory,print,capefory_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,822.9886,823.1826,823.1828,823.6873,,,,,,,,,,,,1.7891,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,143,0,823.688,825.4828,z,0,1.7891,,[],[],[],[],[],[],[],825.4829,827.4868,827.4869,827.487,[],[],[],[],[],[],[],,827.487,827.4871,-0.235185157,-0.354629686,0,0,0,,0,142,142,138,1,2,word,REFUSAL,cursive,refusal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,827.4883,827.6826,827.6827,828.1827,,,,,,,,,,,,0.8038,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,144,0,828.1833,828.9883,z,1,0.8038,,[],[],[],[],[],[],[],828.9885,830.9827,830.9827,830.983,[],[],[],[],[],[],[],,830.983,830.9831,-0.237037023,-0.359259288,0,0,0,,0,143,143,55,1,2,TL,lotace,print,lotace_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,830.9845,831.1827,831.1827,831.6829,,,,,,,,,,,,1.8368,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,145,0,831.6833,833.5212,z,1,1.8368,,[],[],[],[],[],[],[],833.5213,835.5205,835.5206,835.5208,[],[],[],[],[],[],[],,835.5208,835.521,-0.237037023,-0.359259288,0,0,0,,0,144,144,38,1,2,TL,atameur,cursive,atameur_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,835.5228,835.716,835.7161,836.2163,,,,,,,,,,,,0.7535,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,146,0,836.2167,836.9714,m,1,0.7535,,[],[],[],[],[],[],[],836.9715,838.9659,838.966,838.9663,[],[],[],[],[],[],[],,838.9663,838.9664,-0.315740712,-0.311111111,0,0,0,,0,145,145,96,1,2,word,CONSIDER,print,consider_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,838.9678,839.1707,839.1708,839.6703,,,,,,,,,,,,1.4987,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,147,0,839.6709,841.1704,z,0,1.4987,,[],[],[],[],[],[],[],841.1706,843.1664,843.1664,843.1667,[],[],[],[],[],[],[],,843.1668,843.167,-0.315740712,-0.311111111,0,0,0,,0,146,146,120,1,2,word,MILITARY,cursive,military_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,843.1685,843.3664,843.3664,843.8704,,,,,,,,,,,,0.773,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,148,0,843.871,844.6497,z,1,0.773,,[],[],[],[],[],[],[],844.6498,846.6541,846.6541,846.6542,[],[],[],[],[],[],[],,846.6543,846.6544,-0.315740712,-0.311111111,0,0,0,,0,147,147,13,1,2,RL,helicage,print,helicage_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,846.656,846.8497,846.8498,847.3545,,,,,,,,,,,,0.8804,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,149,1,847.3552,848.2366,z,1,0.8804,,[],[],[],[],[],[],[],848.2368,850.2372,850.2373,851.5666,[],[],[],[],[],[],[],z,851.5666,851.5669,-0.315740712,-0.311111111,0,0,0,,0,148,148,69,1,2,TL,resufal,cursive,resufal_c.png,,1.3215,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,851.5682,851.7665,851.7665,852.2662,,,,,,,,,,,,1.2035,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,150,0,852.2668,853.4714,z,1,1.2035,,[],[],[],[],[],[],[],853.4715,855.4705,855.4705,855.4708,[],[],[],[],[],[],[],,855.4708,855.471,-0.315740712,-0.311111111,0,0,0,,0,149,149,2,1,2,RL,casagity,print,casagity_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,855.4725,855.6663,855.6663,856.1665,,,,,,,,,,,,1.1145,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,151,0,856.1669,857.283,z,1,1.1145,,[],[],[],[],[],[],[],857.283,859.2829,859.2829,859.2832,[],[],[],[],[],[],[],,859.2832,859.2834,-0.315740712,-0.311111111,0,0,0,,0,150,150,43,1,2,TL,carema,print,carema_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,859.2846,859.4832,859.4832,859.9829,,,,,,,,,,,,1.5026,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,152,0,859.9835,861.4873,m,1,1.5026,,[],[],[],[],[],[],[],861.4875,863.4829,863.483,863.4833,[],[],[],[],[],[],[],,863.4834,863.4834,-0.315740712,-0.311111111,0,0,0,,0,151,151,80,1,2,word,ACADEMY,cursive,academy_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,863.4849,863.6716,863.6717,864.1873,,,,,,,,,,,,2.1853,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,153,1,864.1879,866.383,z,1,2.1853,,[],[],[],[],[],[],[],866.3831,868.383,868.3831,869.6057,[],[],[],[],[],[],[],z,869.6057,869.6058,-0.315740712,-0.311111111,0,0,0,,0,152,152,34,1,2,RL,trilude,cursive,trilude_c.png,,1.2218,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,869.6071,869.8042,869.8043,870.2998,,,,,,,,,,,,2.6454,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,154,1,870.3003,872.9499,z,0,2.6454,,[],[],[],[],[],[],[],872.95,874.9539,874.954,875.7833,[],[],[],[],[],[],[],z,875.7833,875.7834,-0.315740712,-0.311111111,0,0,0,,0,153,153,134,1,2,word,QUALIFY,cursive,qualify_c.png,,0.8235,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,875.7847,875.9713,875.9713,876.4877,,,,,,,,,,,,1.5022,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,155,0,876.4884,877.9998,m,1,1.5022,,[],[],[],[],[],[],[],877.9999,879.9998,879.9998,880,[],[],[],[],[],[],[],,880.0001,880.0002,-0.315740712,-0.311111111,0,0,0,,0,154,154,110,1,2,word,HERITAGE,print,heritage_p.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,880.0014,880.1997,880.1999,880.7,,,,,,,,,,,,1.9815,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,,156,0,880.7004,882.6832,z,1,1.9815,,[],[],[],[],[],[],[],882.6833,884.6833,884.6834,884.6836,[],[],[],[],[],[],[],,884.6837,884.6838,-0.315740712,-0.311111111,0,0,0,,0,155,155,54,1,2,TL,liretal,cursive,liretal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,884.6852,884.8883,884.8883,885.3875,,,,,,,,,,,,0.8063,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,157,0,885.3883,886.1999,z,0,0.8063,,[],[],[],[],[],[],[],886.2001,888.2045,888.2046,888.2047,[],[],[],[],[],[],[],,888.2049,888.2049,-0.315740712,-0.311111111,0,0,0,,0,156,156,105,1,2,word,EDITOR,cursive,editor_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,888.2065,888.4041,888.4043,888.9,,,,,,,,,,,,2.8441,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,158,0,888.9006,891.7498,z,0,2.8441,,[],[],[],[],[],[],[],891.7499,893.7378,893.7378,893.738,[],[],[],[],[],[],[],,893.7381,893.7381,-0.315740712,-0.311111111,0,0,0,,0,157,157,113,1,2,word,LITERAL,cursive,literal_c.png,,,,,
,,,,32333,001,2025-11-10_20h48.49.675,HW_LDT_1,2024.2.4,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,893.7397,893.9378,893.9379,894.4333,,,,,,,,,,,,0.9202,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,159,1,894.4342,895.3553,m,1,0.9202,,[],[],[],[],[],[],[],895.3554,897.3543,897.3543,898.6558,[0.44166666666666665],[-0.3425926208496094],[1],[0],[0],[1.3015000000000327],"[""button_right_probe""]",,898.6559,898.656,0.441666667,-0.342592621,1,0,0,,0,158,158,149,1,2,word,SENATOR,print,senator_p.png,,,,,
